epoch,age_out_loss,age_out_mae,age_out_mse,class_out_accuracy,class_out_loss,learning_rate,loss,val_age_out_loss,val_age_out_mae,val_age_out_mse,val_class_out_accuracy,val_class_out_loss,val_loss
0,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,26.006975173950195,26.006975173950195,940.109375,0.8037769794464111,0.7812696695327759,52.79520034790039
1,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,12.952224731445312,12.952224731445312,269.2879333496094,0.8230733275413513,0.9605283737182617,26.86498260498047
2,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,13.644551277160645,13.644551277160645,303.298828125,0.7930922508239746,0.9688796997070312,28.257976531982422
3,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.643733024597168,9.643733024597168,141.9125213623047,0.8326789140701294,0.5873534679412842,19.874818801879883
4,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.475346565246582,9.475346565246582,145.15940856933594,0.8732236623764038,0.5314944386482239,19.4821834564209
5,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.192634582519531,9.192634582519531,140.1145782470703,0.8659694790840149,0.42994195222854614,18.815214157104492
6,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.912808418273926,9.912808418273926,161.62998962402344,0.872397243976593,0.4410707950592041,20.266691207885742
7,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,10.777484893798828,10.777484893798828,205.55020141601562,0.8529817461967468,0.47975242137908936,22.034717559814453
8,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,8.983159065246582,8.983159065246582,139.03956604003906,0.8881217241287231,0.4084439277648926,18.37476921081543
9,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.09703540802002,9.09703540802002,145.38633728027344,0.8717761039733887,0.4476611614227295,18.6417293548584
10,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.881943702697754,9.881943702697754,178.54026794433594,0.8389940857887268,0.4877936840057373,20.251680374145508
11,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.960952758789062,9.960952758789062,160.09927368164062,0.8710932731628418,0.3634780943393707,20.28539276123047
12,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,8.834832191467285,8.834832191467285,124.70353698730469,0.8779227137565613,0.27255144715309143,17.942216873168945
13,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,8.9242525100708,8.9242525100708,127.18055725097656,0.8663879036903381,0.40039727091789246,18.248899459838867
14,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.812220573425293,9.812220573425293,164.0314178466797,0.8841587901115417,0.39656341075897217,20.02100944519043
15,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,9.645833969116211,9.645833969116211,158.04281616210938,0.8786952495574951,0.30554234981536865,19.597206115722656
16,nan,nan,nan,nan,nan,9.999999747378752e-05,nan,11.137927055358887,11.137927055358887,193.2977752685547,0.7916111946105957,0.4838588833808899,22.759706497192383
17,nan,nan,nan,nan,nan,4.999999873689376e-05,nan,9.1813325881958,9.1813325881958,145.0717315673828,0.8608933091163635,0.37246400117874146,18.735132217407227
18,nan,nan,nan,nan,nan,4.999999873689376e-05,nan,8.17458438873291,8.17458438873291,116.53730773925781,0.9118131399154663,0.25398510694503784,16.603151321411133
19,nan,nan,nan,nan,nan,4.999999873689376e-05,nan,8.354973793029785,8.354973793029785,118.65449523925781,0.8929165601730347,0.2677750587463379,16.977720260620117
20,nan,nan,nan,nan,nan,4.999999873689376e-05,nan,8.553114891052246,8.553114891052246,119.87496948242188,0.8635432720184326,0.22190213203430176,17.328126907348633
21,nan,nan,nan,nan,nan,4.999999873689376e-05,nan,9.027329444885254,9.027329444885254,135.23306274414062,0.8773465752601624,0.2906402349472046,18.34529685974121
22,nan,nan,nan,nan,nan,4.999999873689376e-05,nan,9.64017105102539,9.64017105102539,158.92117309570312,0.8303374648094177,0.3595695495605469,19.639915466308594
23,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.483757972717285,8.483757972717285,125.74444580078125,0.8320119976997375,0.2975611090660095,17.265073776245117
24,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.84325122833252,8.84325122833252,129.36126708984375,0.8216851353645325,0.30106961727142334,17.98756980895996
25,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.104646682739258,8.104646682739258,110.50062561035156,0.903927206993103,0.2875773310661316,16.496870040893555
26,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.33687686920166,8.33687686920166,123.74812316894531,0.8384467959403992,0.3078993558883667,16.98164939880371
27,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.627669334411621,8.627669334411621,130.70672607421875,0.9004234671592712,0.3282742500305176,17.5836124420166
28,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.489468574523926,8.489468574523926,125.90180969238281,0.8403053879737854,0.323999285697937,17.302934646606445
29,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.071314811706543,8.071314811706543,114.40321350097656,0.891018807888031,0.355641633272171,16.49827003479004
30,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,7.756669998168945,7.756669998168945,111.93623352050781,0.9119669795036316,0.32987838983535767,15.843221664428711
31,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.510417938232422,8.510417938232422,123.51615905761719,0.9080213308334351,0.3349674344062805,17.35580062866211
32,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.194805145263672,8.194805145263672,114.67362976074219,0.8505204319953918,0.2895820140838623,16.679195404052734
33,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.431998252868652,8.431998252868652,126.23934936523438,0.8467102646827698,0.3318081498146057,17.195810317993164
34,nan,nan,nan,nan,nan,2.499999936844688e-05,nan,8.703904151916504,8.703904151916504,131.71670532226562,0.8398826718330383,0.3635265827178955,17.771333694458008
35,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,8.382286071777344,8.382286071777344,121.90785217285156,0.8529673218727112,0.34405678510665894,17.108623504638672
36,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,7.919970512390137,7.919970512390137,112.89912414550781,0.8701812028884888,0.33150315284729004,16.171445846557617
37,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,8.172603607177734,8.172603607177734,113.95817565917969,0.884097695350647,0.3226684331893921,16.66787338256836
38,nan,nan,nan,nan,nan,1.249999968422344e-05,nan,7.924713134765625,7.924713134765625,110.69961547851562,0.880656361579895,0.30946075916290283,16.158889770507812
